trip_purpose,companion_count,booking_window,booking_channel,flights_per_year,competitor_used,price_paid_range,price_perception,experience_vs_expectation,comfort_rating,service_rating,return_intent,next_travel_window,booking_decision_factor,loyalty_sensitive,seat_class,departure_hour,departure_day,departure_month,occupancy_pct,route,flight_id,seat_id,purchase_intent_score,offer_clicked,offer_shown,submitted_at
LEISURE,PAIR,MONTHS_AHEAD,WEBSITE,6_10,NO,ABOVE_400,FAIR,AS_EXPECTED,2,4,PLANNED,NOT_SURE,BEST_SCHEDULE,YES,ECONOMY,22,11,6,87.0,CMN-FCO,1,23A,44,0,UPGRADE,2026-02-27 22:25:57.952117
LEISURE,GROUP,FEW_WEEKS,MOBILE_APP,10_PLUS,YES,ABOVE_400,FAIR,BETTER,2,4,BOOKED,3_6_MONTHS,DIRECT_FLIGHT,DEPENDS,BUSINESS,23,16,9,77.2,CMN-ABJ,32,22F,87,1,LOUNGE,2026-03-30 18:05:57.952117
LEISURE,PAIR,LAST_MINUTE,AGENCY,3_5,NO,100_200,FAIR,BETTER,2,3,BOOKED,1_3_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,2,27,8,89.8,CMN-LOS,28,39B,70,0,UPGRADE,2026-06-15 04:35:57.952117
LEISURE,ALONE,MONTHS_AHEAD,AGENCY,1_2,YES,ABOVE_400,FAIR,BETTER,4,3,NO,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,5,6,1,93.5,CMN-DKR,37,36A,36,1,UPGRADE,2026-04-03 05:27:57.952117
LEISURE,ALONE,FEW_WEEKS,MOBILE_APP,6_10,NO,UNDER_100,TOO_EXPENSIVE,AS_EXPECTED,2,5,NO,NOT_SURE,LOWEST_PRICE,NO,ECONOMY,21,1,1,60.7,CMN-BRU,14,12G,58,0,UPGRADE,2026-06-05 10:22:57.952117
BUSINESS,ALONE,LAST_MINUTE,AGENCY,3_5,NO,ABOVE_400,FAIR,BETTER,2,3,NO,THIS_MONTH,DIRECT_FLIGHT,NO,BUSINESS,10,9,1,53.4,CMN-JFK,40,40J,51,1,LOUNGE,2026-04-12 11:21:57.952117
LEISURE,PAIR,LAST_MINUTE,MOBILE_APP,1_2,NO,UNDER_100,TOO_EXPENSIVE,BETTER,2,4,NO,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,13,23,7,69.4,CMN-DXB,11,30C,32,0,UPGRADE,2026-05-21 06:53:57.952117
LEISURE,PAIR,MONTHS_AHEAD,MOBILE_APP,3_5,YES,UNDER_100,FAIR,AS_EXPECTED,4,2,PLANNED,NOT_SURE,LOYALTY,NO,FIRST,0,6,1,74.5,CMN-BCN,37,11A,69,0,LOUNGE,2026-03-21 08:49:57.952117
BUSINESS,ALONE,FEW_WEEKS,WEBSITE,3_5,YES,100_200,GREAT_DEAL,BETTER,3,3,BOOKED,THIS_MONTH,BEST_SCHEDULE,YES,BUSINESS,2,2,3,88.7,CMN-DXB,23,4B,72,0,LOUNGE,2026-03-27 11:18:57.952117
BUSINESS,GROUP,MONTHS_AHEAD,AGENCY,1_2,NO,200_400,FAIR,BETTER,3,3,BOOKED,1_3_MONTHS,LOYALTY,NO,FIRST,12,6,10,68.0,CMN-CDG,35,2F,77,0,LOUNGE,2026-05-30 14:51:57.952117
FAMILY,PAIR,FEW_WEEKS,WEBSITE,6_10,YES,200_400,FAIR,AS_EXPECTED,3,2,BOOKED,1_3_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,2,16,8,61.7,CMN-JFK,18,11B,69,0,UPGRADE,2026-05-10 12:48:57.952942
FAMILY,GROUP,LAST_MINUTE,MOBILE_APP,6_10,YES,UNDER_100,FAIR,BETTER,5,2,PLANNED,THIS_MONTH,DIRECT_FLIGHT,YES,ECONOMY,23,13,3,96.0,CMN-FCO,31,21C,52,0,UPGRADE,2026-05-27 05:57:57.952942
FAMILY,GROUP,LAST_MINUTE,AGENCY,3_5,NO,100_200,GREAT_DEAL,AS_EXPECTED,3,4,PLANNED,1_3_MONTHS,LOYALTY,YES,ECONOMY,5,23,2,48.4,CMN-AMS,22,23A,35,1,UPGRADE,2026-05-25 11:52:57.952942
BUSINESS,GROUP,MONTHS_AHEAD,WEBSITE,1_2,NO,ABOVE_400,FAIR,AS_EXPECTED,3,4,PLANNED,1_3_MONTHS,LOYALTY,DEPENDS,ECONOMY,8,28,3,53.3,CMN-MAD,33,35D,46,0,UPGRADE,2026-05-17 19:07:57.952942
LEISURE,GROUP,LAST_MINUTE,MOBILE_APP,10_PLUS,YES,ABOVE_400,FAIR,AS_EXPECTED,5,3,NO,1_3_MONTHS,BEST_SCHEDULE,DEPENDS,BUSINESS,17,14,6,50.1,CMN-ORY,11,22H,38,0,LOUNGE,2026-04-04 09:08:57.952942
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,6_10,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,4,5,PLANNED,NOT_SURE,BEST_SCHEDULE,DEPENDS,FIRST,5,1,12,72.4,CMN-YUL,31,9C,50,0,LOUNGE,2026-04-08 08:08:57.952942
BUSINESS,GROUP,FEW_WEEKS,WEBSITE,1_2,YES,200_400,GREAT_DEAL,BETTER,3,4,PLANNED,NOT_SURE,BEST_SCHEDULE,NO,BUSINESS,9,15,3,74.8,CMN-BRU,38,17C,79,1,LOUNGE,2026-06-17 13:14:57.952942
BUSINESS,PAIR,LAST_MINUTE,WEBSITE,3_5,NO,UNDER_100,FAIR,AS_EXPECTED,5,3,NO,NOT_SURE,LOWEST_PRICE,YES,BUSINESS,12,1,5,94.6,CMN-DXB,4,38F,17,0,LOUNGE,2026-05-22 20:56:57.952942
LEISURE,GROUP,LAST_MINUTE,WEBSITE,6_10,NO,100_200,FAIR,BETTER,3,3,BOOKED,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,18,8,7,91.0,CMN-ORY,27,2J,71,1,UPGRADE,2026-04-26 20:32:57.952942
BUSINESS,PAIR,LAST_MINUTE,AIRPORT_COUNTER,6_10,NO,UNDER_100,FAIR,AS_EXPECTED,3,5,BOOKED,3_6_MONTHS,LOWEST_PRICE,YES,ECONOMY,10,8,8,54.4,CMN-FCO,28,6H,63,0,UPGRADE,2026-04-03 15:14:57.952942
FAMILY,ALONE,FEW_WEEKS,WEBSITE,3_5,NO,200_400,GREAT_DEAL,BETTER,5,4,BOOKED,1_3_MONTHS,LOWEST_PRICE,YES,ECONOMY,8,27,5,51.3,CMN-BRU,30,12H,58,1,UPGRADE,2026-03-06 05:46:57.952942
LEISURE,PAIR,LAST_MINUTE,WEBSITE,3_5,NO,200_400,GREAT_DEAL,WORSE,4,5,NO,NOT_SURE,LOYALTY,NO,ECONOMY,3,17,9,68.8,CMN-MAD,32,40D,39,1,UPGRADE,2026-06-07 09:14:57.952942
BUSINESS,PAIR,FEW_WEEKS,WEBSITE,3_5,YES,200_400,FAIR,BETTER,3,5,PLANNED,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,9,25,9,65.0,CMN-AMS,25,9G,57,0,UPGRADE,2026-06-23 09:26:57.952942
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,1_2,NO,UNDER_100,FAIR,BETTER,4,4,PLANNED,3_6_MONTHS,BEST_SCHEDULE,YES,ECONOMY,23,9,4,62.3,CMN-CDG,3,38D,43,0,UPGRADE,2026-06-22 08:37:57.952942
LEISURE,PAIR,MONTHS_AHEAD,WEBSITE,1_2,NO,200_400,GREAT_DEAL,AS_EXPECTED,5,5,BOOKED,NOT_SURE,LOYALTY,NO,ECONOMY,8,14,8,52.1,CMN-YUL,49,15G,75,1,UPGRADE,2026-03-17 16:44:57.952942
BUSINESS,GROUP,LAST_MINUTE,MOBILE_APP,6_10,NO,UNDER_100,TOO_EXPENSIVE,BETTER,5,3,PLANNED,THIS_MONTH,LOWEST_PRICE,NO,ECONOMY,9,11,1,82.7,CMN-CAI,25,2E,85,0,UPGRADE,2026-05-05 17:53:57.952942
BUSINESS,GROUP,LAST_MINUTE,WEBSITE,10_PLUS,NO,100_200,GREAT_DEAL,AS_EXPECTED,5,3,BOOKED,NOT_SURE,DIRECT_FLIGHT,DEPENDS,ECONOMY,3,18,3,54.9,CMN-LHR,27,27H,76,0,UPGRADE,2026-04-07 09:26:57.952942
LEISURE,GROUP,FEW_WEEKS,MOBILE_APP,3_5,YES,200_400,FAIR,AS_EXPECTED,2,5,PLANNED,1_3_MONTHS,DIRECT_FLIGHT,YES,BUSINESS,21,27,3,82.6,CMN-TUN,49,31G,50,0,LOUNGE,2026-04-08 08:01:57.952942
LEISURE,GROUP,FEW_WEEKS,MOBILE_APP,1_2,YES,ABOVE_400,GREAT_DEAL,AS_EXPECTED,5,2,PLANNED,NOT_SURE,DIRECT_FLIGHT,YES,BUSINESS,12,7,3,90.3,CMN-MAD,26,11A,36,0,LOUNGE,2026-02-27 23:13:57.952942
LEISURE,GROUP,MONTHS_AHEAD,WEBSITE,10_PLUS,NO,100_200,FAIR,AS_EXPECTED,5,4,NO,1_3_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,14,24,1,73.8,CMN-IST,40,17C,39,1,UPGRADE,2026-03-28 19:17:57.952942
LEISURE,GROUP,LAST_MINUTE,AIRPORT_COUNTER,1_2,NO,200_400,FAIR,WORSE,2,2,BOOKED,NOT_SURE,DIRECT_FLIGHT,YES,ECONOMY,12,20,3,48.4,CMN-DXB,35,29D,42,1,UPGRADE,2026-05-25 22:18:57.952942
FAMILY,PAIR,LAST_MINUTE,MOBILE_APP,3_5,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,2,5,PLANNED,THIS_MONTH,DIRECT_FLIGHT,DEPENDS,ECONOMY,0,13,11,65.4,CMN-FCO,43,15B,48,0,UPGRADE,2026-03-24 17:15:57.952942
LEISURE,PAIR,MONTHS_AHEAD,AIRPORT_COUNTER,3_5,NO,UNDER_100,FAIR,BETTER,5,2,BOOKED,THIS_MONTH,BEST_SCHEDULE,DEPENDS,ECONOMY,9,2,8,92.5,CMN-BRU,2,33J,83,1,UPGRADE,2026-04-08 16:47:57.952942
BUSINESS,GROUP,LAST_MINUTE,MOBILE_APP,3_5,YES,200_400,TOO_EXPENSIVE,AS_EXPECTED,4,2,PLANNED,THIS_MONTH,DIRECT_FLIGHT,YES,ECONOMY,16,22,10,97.2,CMN-LHR,42,30E,44,1,UPGRADE,2026-02-28 22:48:57.952942
LEISURE,PAIR,LAST_MINUTE,WEBSITE,3_5,NO,UNDER_100,FAIR,AS_EXPECTED,2,3,PLANNED,NOT_SURE,LOWEST_PRICE,DEPENDS,ECONOMY,5,14,4,81.3,CMN-FCO,18,18D,55,1,UPGRADE,2026-04-13 06:00:57.952942
BUSINESS,PAIR,FEW_WEEKS,AIRPORT_COUNTER,3_5,NO,UNDER_100,GREAT_DEAL,BETTER,4,3,BOOKED,3_6_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,0,19,2,95.7,CMN-LIS,15,30F,77,0,UPGRADE,2026-04-17 03:37:57.953939
LEISURE,GROUP,LAST_MINUTE,WEBSITE,1_2,NO,UNDER_100,GREAT_DEAL,AS_EXPECTED,3,5,PLANNED,3_6_MONTHS,LOWEST_PRICE,YES,ECONOMY,7,23,7,58.8,CMN-MAD,45,35H,38,0,UPGRADE,2026-03-21 09:31:57.953939
FAMILY,PAIR,MONTHS_AHEAD,WEBSITE,6_10,NO,100_200,GREAT_DEAL,WORSE,5,5,BOOKED,3_6_MONTHS,LOYALTY,NO,ECONOMY,12,14,3,98.9,CMN-LIS,15,28A,68,0,UPGRADE,2026-04-10 00:58:57.953939
LEISURE,ALONE,FEW_WEEKS,MOBILE_APP,3_5,NO,100_200,GREAT_DEAL,BETTER,4,3,PLANNED,NOT_SURE,BEST_SCHEDULE,YES,ECONOMY,13,19,10,52.0,CMN-YUL,27,26B,56,0,UPGRADE,2026-02-28 23:36:57.953939
BUSINESS,PAIR,FEW_WEEKS,MOBILE_APP,3_5,NO,100_200,FAIR,AS_EXPECTED,3,3,PLANNED,NOT_SURE,DIRECT_FLIGHT,DEPENDS,ECONOMY,14,23,8,69.4,CMN-LHR,24,28A,51,0,UPGRADE,2026-06-22 01:10:57.953939
LEISURE,GROUP,LAST_MINUTE,WEBSITE,1_2,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,3,3,PLANNED,THIS_MONTH,LOWEST_PRICE,NO,FIRST,9,10,1,80.2,CMN-ABJ,26,10B,64,0,LOUNGE,2026-05-19 20:46:57.953939
FAMILY,PAIR,MONTHS_AHEAD,AIRPORT_COUNTER,1_2,YES,UNDER_100,GREAT_DEAL,AS_EXPECTED,5,4,BOOKED,NOT_SURE,BEST_SCHEDULE,YES,ECONOMY,19,18,7,79.8,CMN-YUL,20,11C,50,0,UPGRADE,2026-03-29 20:52:57.953939
LEISURE,ALONE,FEW_WEEKS,AGENCY,1_2,NO,ABOVE_400,FAIR,WORSE,2,4,PLANNED,NOT_SURE,BEST_SCHEDULE,NO,ECONOMY,18,27,9,94.7,CMN-ORY,42,24G,51,0,UPGRADE,2026-03-08 18:53:57.953939
LEISURE,ALONE,MONTHS_AHEAD,AIRPORT_COUNTER,3_5,NO,UNDER_100,TOO_EXPENSIVE,AS_EXPECTED,4,5,BOOKED,3_6_MONTHS,LOWEST_PRICE,YES,ECONOMY,9,16,5,51.5,CMN-LHR,21,15B,52,0,UPGRADE,2026-03-12 05:13:57.953939
BUSINESS,PAIR,FEW_WEEKS,WEBSITE,1_2,NO,200_400,GREAT_DEAL,AS_EXPECTED,3,2,BOOKED,3_6_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,16,16,4,56.3,CMN-ORY,13,20C,57,0,UPGRADE,2026-03-11 08:26:57.953939
BUSINESS,GROUP,MONTHS_AHEAD,WEBSITE,1_2,NO,ABOVE_400,FAIR,AS_EXPECTED,3,3,PLANNED,THIS_MONTH,LOWEST_PRICE,DEPENDS,ECONOMY,15,14,6,49.1,CMN-MAD,31,3J,55,1,UPGRADE,2026-04-01 10:52:57.953939
BUSINESS,GROUP,MONTHS_AHEAD,WEBSITE,1_2,NO,200_400,GREAT_DEAL,AS_EXPECTED,4,2,PLANNED,THIS_MONTH,LOWEST_PRICE,YES,FIRST,14,9,5,83.8,CMN-YUL,43,24D,24,0,LOUNGE,2026-06-14 05:26:57.953939
LEISURE,PAIR,LAST_MINUTE,WEBSITE,1_2,YES,UNDER_100,FAIR,BETTER,4,2,PLANNED,THIS_MONTH,BEST_SCHEDULE,DEPENDS,ECONOMY,22,18,3,54.6,CMN-CAI,2,14G,55,0,UPGRADE,2026-03-27 17:40:57.953939
BUSINESS,GROUP,MONTHS_AHEAD,WEBSITE,10_PLUS,NO,UNDER_100,FAIR,AS_EXPECTED,2,3,PLANNED,1_3_MONTHS,LOYALTY,YES,ECONOMY,12,10,12,68.6,CMN-BRU,14,16F,52,0,UPGRADE,2026-06-12 12:12:57.953939
BUSINESS,PAIR,FEW_WEEKS,WEBSITE,1_2,NO,UNDER_100,FAIR,AS_EXPECTED,5,2,PLANNED,NOT_SURE,LOWEST_PRICE,DEPENDS,ECONOMY,1,22,12,51.3,CMN-MAD,35,19D,50,0,UPGRADE,2026-06-10 05:43:57.953939
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,3_5,YES,ABOVE_400,GREAT_DEAL,AS_EXPECTED,2,5,BOOKED,NOT_SURE,BEST_SCHEDULE,YES,ECONOMY,10,8,10,93.9,CMN-CDG,31,31E,57,1,UPGRADE,2026-05-24 08:55:57.953939
LEISURE,ALONE,MONTHS_AHEAD,MOBILE_APP,3_5,YES,100_200,GREAT_DEAL,AS_EXPECTED,4,5,PLANNED,3_6_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,13,26,8,88.4,CMN-DKR,9,27C,52,0,UPGRADE,2026-03-02 18:56:57.953939
FAMILY,ALONE,MONTHS_AHEAD,WEBSITE,6_10,YES,100_200,FAIR,AS_EXPECTED,5,2,BOOKED,NOT_SURE,DIRECT_FLIGHT,YES,ECONOMY,1,13,4,47.2,CMN-YUL,16,28A,68,1,UPGRADE,2026-06-12 00:54:57.953939
BUSINESS,GROUP,FEW_WEEKS,WEBSITE,1_2,NO,UNDER_100,GREAT_DEAL,BETTER,2,2,NO,THIS_MONTH,BEST_SCHEDULE,DEPENDS,BUSINESS,4,12,3,46.3,CMN-FCO,22,11D,38,0,LOUNGE,2026-04-29 19:16:57.953939
BUSINESS,ALONE,MONTHS_AHEAD,MOBILE_APP,1_2,NO,UNDER_100,FAIR,AS_EXPECTED,2,3,NO,NOT_SURE,LOYALTY,NO,ECONOMY,15,10,11,62.4,CMN-FCO,41,38C,34,1,UPGRADE,2026-05-23 00:01:57.953939
BUSINESS,PAIR,FEW_WEEKS,WEBSITE,1_2,NO,UNDER_100,FAIR,AS_EXPECTED,4,4,PLANNED,3_6_MONTHS,LOYALTY,NO,FIRST,12,13,3,91.8,CMN-JFK,10,8H,59,0,LOUNGE,2026-05-11 18:37:57.953939
LEISURE,ALONE,FEW_WEEKS,AGENCY,1_2,NO,ABOVE_400,GREAT_DEAL,AS_EXPECTED,3,5,NO,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,11,26,2,64.8,CMN-JFK,2,5F,14,0,UPGRADE,2026-04-02 18:53:57.953939
BUSINESS,GROUP,MONTHS_AHEAD,AIRPORT_COUNTER,3_5,NO,200_400,FAIR,BETTER,5,2,PLANNED,1_3_MONTHS,LOYALTY,YES,ECONOMY,6,8,10,62.6,CMN-ABJ,37,17A,47,0,UPGRADE,2026-05-13 11:44:57.953939
LEISURE,GROUP,FEW_WEEKS,MOBILE_APP,1_2,NO,UNDER_100,FAIR,WORSE,5,5,NO,3_6_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,13,11,7,92.8,CMN-CAI,16,13F,4,0,UPGRADE,2026-04-26 10:01:57.953939
LEISURE,PAIR,MONTHS_AHEAD,AIRPORT_COUNTER,1_2,NO,100_200,TOO_EXPENSIVE,WORSE,5,5,NO,THIS_MONTH,LOYALTY,YES,ECONOMY,0,26,11,50.4,CMN-LHR,11,2F,2,0,UPGRADE,2026-03-16 14:07:57.953939
LEISURE,PAIR,LAST_MINUTE,MOBILE_APP,1_2,NO,ABOVE_400,GREAT_DEAL,BETTER,3,4,BOOKED,1_3_MONTHS,DIRECT_FLIGHT,NO,ECONOMY,14,13,10,91.4,CMN-LHR,17,11H,87,1,UPGRADE,2026-05-28 21:48:57.953939
BUSINESS,GROUP,MONTHS_AHEAD,AGENCY,3_5,YES,100_200,FAIR,BETTER,2,4,PLANNED,THIS_MONTH,LOWEST_PRICE,DEPENDS,BUSINESS,6,8,3,72.9,CMN-IST,9,14E,60,0,LOUNGE,2026-06-08 22:16:57.953939
LEISURE,PAIR,FEW_WEEKS,AGENCY,1_2,YES,200_400,GREAT_DEAL,AS_EXPECTED,5,4,PLANNED,THIS_MONTH,BEST_SCHEDULE,DEPENDS,ECONOMY,7,4,1,45.2,CMN-YUL,19,16D,47,0,UPGRADE,2026-06-05 04:16:57.953939
LEISURE,ALONE,LAST_MINUTE,MOBILE_APP,3_5,YES,UNDER_100,FAIR,AS_EXPECTED,2,5,PLANNED,3_6_MONTHS,DIRECT_FLIGHT,YES,FIRST,14,1,4,75.2,CMN-ORY,16,25A,38,0,LOUNGE,2026-03-19 08:38:57.953939
BUSINESS,GROUP,LAST_MINUTE,MOBILE_APP,6_10,YES,UNDER_100,GREAT_DEAL,AS_EXPECTED,2,5,PLANNED,3_6_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,13,5,6,75.7,CMN-CDG,28,11A,61,0,UPGRADE,2026-05-28 05:12:57.953939
LEISURE,PAIR,MONTHS_AHEAD,AGENCY,6_10,NO,200_400,TOO_EXPENSIVE,AS_EXPECTED,4,5,BOOKED,NOT_SURE,BEST_SCHEDULE,YES,ECONOMY,6,19,12,86.6,CMN-LOS,48,37J,57,0,UPGRADE,2026-06-19 10:14:57.953939
LEISURE,PAIR,LAST_MINUTE,MOBILE_APP,3_5,YES,200_400,GREAT_DEAL,BETTER,3,3,NO,NOT_SURE,LOYALTY,YES,ECONOMY,4,24,4,97.7,CMN-FCO,25,7C,21,1,UPGRADE,2026-03-29 00:19:57.953939
FAMILY,GROUP,MONTHS_AHEAD,WEBSITE,6_10,YES,200_400,FAIR,BETTER,4,2,BOOKED,THIS_MONTH,BEST_SCHEDULE,DEPENDS,ECONOMY,13,24,12,98.3,CMN-LHR,9,13J,81,1,UPGRADE,2026-06-05 21:17:57.953939
BUSINESS,PAIR,MONTHS_AHEAD,MOBILE_APP,3_5,NO,100_200,TOO_EXPENSIVE,BETTER,5,5,BOOKED,3_6_MONTHS,LOWEST_PRICE,YES,ECONOMY,1,13,12,49.2,CMN-BRU,45,17F,61,1,UPGRADE,2026-04-29 23:24:57.953939
FAMILY,PAIR,FEW_WEEKS,WEBSITE,3_5,NO,ABOVE_400,FAIR,AS_EXPECTED,5,3,NO,1_3_MONTHS,LOWEST_PRICE,NO,ECONOMY,14,5,4,66.3,CMN-BCN,4,35A,43,1,UPGRADE,2026-05-08 14:30:57.953939
BUSINESS,PAIR,FEW_WEEKS,MOBILE_APP,3_5,NO,200_400,FAIR,AS_EXPECTED,5,4,PLANNED,3_6_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,5,9,8,68.3,CMN-CDG,1,4G,39,0,UPGRADE,2026-05-16 01:14:57.953939
BUSINESS,GROUP,LAST_MINUTE,WEBSITE,1_2,YES,ABOVE_400,FAIR,BETTER,3,3,NO,3_6_MONTHS,LOYALTY,YES,BUSINESS,16,19,10,70.5,CMN-IST,1,10D,27,0,LOUNGE,2026-05-05 18:27:57.953939
BUSINESS,PAIR,FEW_WEEKS,AGENCY,6_10,NO,100_200,FAIR,BETTER,4,4,BOOKED,1_3_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,1,26,12,63.0,CMN-ORY,35,40J,75,1,UPGRADE,2026-04-12 09:32:57.954939
BUSINESS,GROUP,MONTHS_AHEAD,WEBSITE,6_10,NO,ABOVE_400,FAIR,WORSE,5,3,NO,3_6_MONTHS,BEST_SCHEDULE,DEPENDS,BUSINESS,3,7,6,66.0,CMN-FCO,34,1E,26,1,LOUNGE,2026-03-24 06:08:57.954939
LEISURE,GROUP,LAST_MINUTE,MOBILE_APP,3_5,NO,100_200,FAIR,AS_EXPECTED,4,2,BOOKED,NOT_SURE,LOWEST_PRICE,YES,BUSINESS,19,9,5,52.9,CMN-ORY,15,6F,56,0,LOUNGE,2026-04-13 14:15:57.954939
BUSINESS,ALONE,FEW_WEEKS,WEBSITE,1_2,YES,UNDER_100,FAIR,AS_EXPECTED,5,5,BOOKED,NOT_SURE,DIRECT_FLIGHT,YES,ECONOMY,11,4,11,61.7,CMN-TUN,28,18J,49,0,UPGRADE,2026-03-24 14:37:57.954939
BUSINESS,GROUP,MONTHS_AHEAD,AGENCY,3_5,NO,200_400,GREAT_DEAL,AS_EXPECTED,3,3,BOOKED,NOT_SURE,LOWEST_PRICE,DEPENDS,BUSINESS,11,24,9,65.3,CMN-FCO,11,30G,64,0,LOUNGE,2026-05-22 01:24:57.954939
LEISURE,PAIR,LAST_MINUTE,MOBILE_APP,1_2,YES,100_200,FAIR,AS_EXPECTED,2,4,BOOKED,THIS_MONTH,DIRECT_FLIGHT,DEPENDS,ECONOMY,4,10,3,92.9,CMN-JFK,22,37E,57,0,UPGRADE,2026-03-01 04:41:57.954939
BUSINESS,PAIR,MONTHS_AHEAD,WEBSITE,3_5,YES,UNDER_100,TOO_EXPENSIVE,WORSE,3,5,PLANNED,THIS_MONTH,LOWEST_PRICE,DEPENDS,BUSINESS,13,11,5,92.1,CMN-CAI,41,29A,45,0,LOUNGE,2026-04-19 09:27:57.954939
FAMILY,GROUP,FEW_WEEKS,MOBILE_APP,1_2,NO,ABOVE_400,FAIR,BETTER,2,2,NO,1_3_MONTHS,DIRECT_FLIGHT,DEPENDS,BUSINESS,11,19,2,62.3,CMN-ORY,36,38E,27,0,LOUNGE,2026-04-09 05:42:57.954939
LEISURE,ALONE,MONTHS_AHEAD,WEBSITE,3_5,NO,UNDER_100,TOO_EXPENSIVE,WORSE,5,5,BOOKED,1_3_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,5,4,11,87.5,CMN-CDG,41,22B,68,1,UPGRADE,2026-03-17 00:22:57.954939
FAMILY,GROUP,MONTHS_AHEAD,MOBILE_APP,1_2,NO,UNDER_100,FAIR,BETTER,2,5,BOOKED,NOT_SURE,DIRECT_FLIGHT,DEPENDS,ECONOMY,19,2,2,47.5,CMN-LIS,15,31C,70,1,UPGRADE,2026-03-06 11:08:57.954939
FAMILY,GROUP,MONTHS_AHEAD,AIRPORT_COUNTER,3_5,YES,ABOVE_400,TOO_EXPENSIVE,BETTER,4,2,PLANNED,3_6_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,13,28,9,87.3,CMN-AMS,13,22F,61,0,UPGRADE,2026-06-27 02:24:57.954939
LEISURE,ALONE,MONTHS_AHEAD,AGENCY,1_2,YES,200_400,FAIR,AS_EXPECTED,4,5,PLANNED,THIS_MONTH,LOYALTY,YES,ECONOMY,2,17,8,78.4,CMN-AMS,34,18E,35,0,UPGRADE,2026-04-21 11:53:57.954939
BUSINESS,ALONE,FEW_WEEKS,AGENCY,10_PLUS,NO,UNDER_100,FAIR,WORSE,4,2,BOOKED,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,12,27,9,77.5,CMN-ORY,38,29H,59,0,UPGRADE,2026-04-21 17:12:57.954939
BUSINESS,GROUP,FEW_WEEKS,AGENCY,3_5,NO,200_400,GREAT_DEAL,WORSE,4,2,NO,1_3_MONTHS,DIRECT_FLIGHT,DEPENDS,BUSINESS,13,10,1,48.6,CMN-BRU,9,40F,14,0,LOUNGE,2026-06-02 14:58:57.954939
FAMILY,PAIR,FEW_WEEKS,MOBILE_APP,1_2,NO,100_200,FAIR,BETTER,5,3,PLANNED,1_3_MONTHS,LOWEST_PRICE,YES,ECONOMY,11,23,11,61.4,CMN-LHR,15,15C,46,1,UPGRADE,2026-05-11 06:18:57.954939
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,3_5,NO,UNDER_100,TOO_EXPENSIVE,WORSE,4,4,NO,NOT_SURE,LOYALTY,YES,ECONOMY,23,4,6,85.1,CMN-JFK,35,19B,15,0,UPGRADE,2026-03-01 22:13:57.954939
BUSINESS,ALONE,FEW_WEEKS,WEBSITE,1_2,YES,UNDER_100,FAIR,AS_EXPECTED,4,2,BOOKED,3_6_MONTHS,LOYALTY,DEPENDS,ECONOMY,12,23,1,83.1,CMN-FCO,36,14H,59,0,UPGRADE,2026-05-23 18:09:57.954939
BUSINESS,GROUP,LAST_MINUTE,MOBILE_APP,1_2,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,2,3,PLANNED,3_6_MONTHS,LOWEST_PRICE,DEPENDS,BUSINESS,20,19,7,83.2,CMN-LHR,8,36D,42,1,LOUNGE,2026-03-25 06:08:57.954939
BUSINESS,ALONE,LAST_MINUTE,WEBSITE,1_2,NO,100_200,GREAT_DEAL,AS_EXPECTED,2,3,NO,1_3_MONTHS,BEST_SCHEDULE,DEPENDS,FIRST,7,9,10,76.8,CMN-ORY,5,14H,30,0,LOUNGE,2026-04-19 11:29:57.954939
LEISURE,GROUP,MONTHS_AHEAD,WEBSITE,3_5,NO,UNDER_100,FAIR,AS_EXPECTED,4,5,BOOKED,3_6_MONTHS,LOWEST_PRICE,DEPENDS,BUSINESS,6,8,6,48.4,CMN-IST,26,24G,69,0,LOUNGE,2026-03-16 17:14:57.954939
